Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	genename	chromosome_name	start_position	end_position	strand
Q0158	6.5248972795063	-0.380053292722536	1.216510104241	2.46242713591527	0.291938075923826	0.466166977274946	NA	Mito	58009	62447	1
YAL001C	152.194331835409	2.49367213144502	0.765668324849095	11.4156737027901	0.00331984610383385	0.0164853421451098	TFC3	I	147594	151166	-1
YAL002W	78.7260454166248	-0.448966642366447	0.695569084372374	0.722758917621995	0.696714573817129	0.8165946118221	VPS8	I	143707	147531	1
YAL003W	117.199148604959	-0.949551917890206	0.593154192347836	2.5598427668102	0.278059159658248	0.452618086708253	EFB1	I	142174	143160	1
YAL005C	85.6274445873484	1.44349858884259	0.637635348763757	6.74773433511515	0.0342569036707169	0.0990651866679679	SSA1	I	139503	141431	-1
YAL007C	171.012771465209	2.03955270078882	0.492314202721535	20.988644822549	2.76932346441614e-05	0.000315637457853729	ERP2	I	137698	138345	-1
YAL008W	16.4436684231179	1.22830780640126	0.815736007743448	2.61332337948755	0.270722304600577	0.444171760735998	FUN14	I	136914	137510	1
YAL009W	16.166033519852	-0.19072332536736	0.756033771045835	0.0745171423971982	0.963426988668141	0.973005802265574	SPO7	I	135854	136633	1
YAL010C	74.0582927015661	-1.30864205418896	0.550135507630056	6.09173002612518	0.0475551583577098	0.125728021411479	MDM10	I	134184	135665	-1
YAL011W	219.581007308611	-1.32538278419751	0.521968886032463	6.27233631757652	0.0434489688777987	0.118107760470636	SWC3	I	132199	134076	1
YAL012W	197.449702340189	0.95023848034487	0.487879938368712	4.18403485316856	0.123437857636285	0.254978664186261	CYS3	I	130799	131983	1
YAL013W	173.375851257627	-0.24195175951294	0.688699961898278	2.92971045512748	0.231111447622828	0.397921392317209	DEP1	I	129270	130487	1
YAL014C	26.3703385499237	-0.316927060495234	0.735820922094159	2.05406146618168	0.358068584866465	0.53120547506889	SYN8	I	128252	129019	-1
YAL015C	12.599505581981	0.254420904739711	0.964765837971125	0.710461443269359	0.701011685986724	0.818010180112961	NTG1	I	126903	128102	-1
YAL016W	84.6687343138832	0.195493954416986	0.57183104299385	0.133502626294415	0.935427801009185	0.958032720195957	TPD3	I	124879	126786	1
YAL017W	41.2476129932115	-0.160824267825409	0.665082341611523	0.107297953603627	0.947764735526724	0.964352258920997	PSK1	I	120225	124295	1
YAL018C	8.76638298468804	0.0960521320539314	0.918598098827441	1.06893525630957	0.585981166995334	0.733789638477486	LDS1	I	118564	119541	-1
YAL019W	33.9776590863753	-1.57463157720387	0.705117529927041	6.17671037875485	0.0455768580868733	0.121910416109487	FUN30	I	114919	118314	1
YAL020C	39.0307727891495	0.144252520744492	0.666198777069158	1.00110037098972	0.606197047124291	0.750885392875767	ATS1	I	113614	114615	-1
YAL021C	79.1822695004193	-0.318090430754253	0.616625322670349	0.434781605212777	0.80461546203417	0.882792046689625	CCR4	I	110846	113359	-1
YAL022C	119.31371965172	1.9709024016918	0.608559795338225	14.6928353938184	0.000644898449042353	0.00457593384798434	FUN26	I	108877	110430	-1
YAL023C	85.7619926831915	0.0110528945511302	0.589999643040406	3.64225043173615	0.161843539520705	0.310289435041351	PMT2	I	106272	108551	-1
YAL024C	13.6197097399657	1.08276634717592	0.962385180575173	4.03902184205199	0.132720359946943	0.268595205904509	LTE1	I	101565	105872	-1
YAL025C	102.736369336805	-3.59940468908307	0.60995534685863	30.7178656686412	2.13648684034524e-07	4.63305573243407e-06	MAK16	I	100225	101145	-1
YAL026C	26.8507426124377	-0.0176943485995716	0.806204899417206	0.0499845716115317	0.975317435787452	0.980908103736208	DRS2	I	95630	99697	-1
YAL027W	15.4075860744546	-0.585664306399655	0.815936114753724	2.31500854433964	0.31426953418032	0.486399519621506	SAW1	I	94687	95472	1
YAL028W	22.7228517718601	-1.83693208521112	0.73335200026365	9.1158054552961	0.0104840237554387	0.0409046479406941	FRT2	I	92900	94486	1
YAL029C	264.124837135217	0.650287328517158	0.900723594086176	7.87718850120139	0.0194755732867025	0.0648439156584285	MYO4	I	87855	92270	-1
YAL030W	174.59778218375	-0.882111264644439	0.561733386050993	8.22967358776667	0.0163286051202188	0.0569331772549473	SNC1	I	87286	87752	1
YAL031C	98.4896928558757	0.635791586869696	0.556635611104994	1.94896973313112	0.377386708010631	0.551089291142889	GIP4	I	84749	87031	-1
YAL032C	281.557755656419	4.01561940400743	0.545121608101916	48.3848365211301	3.11434159014806e-11	1.58175770236467e-09	PRP45	I	83335	84474	-1
YAL033W	52.782791256128	0.861176685880197	0.655645544274839	2.54871713435187	0.279610261912767	0.453739746769877	POP5	I	82706	83227	1
YAL034C	86.4634566623977	2.66974684402592	0.612580458265294	29.7533699389415	3.46049167469684e-07	6.95703013767177e-06	FUN19	I	80710	81951	-1
YAL034W-A	366.639953713117	3.9154888418611	0.628513623611164	32.5295341094239	8.63577699189223e-08	2.14597205077494e-06	MTW1	I	79718	80587	1
YAL035W	690.188751338906	-1.66990255795676	0.519557163449964	11.3865415693003	0.00336855710637282	0.016684299098288	FUN12	I	76427	79435	1
YAL036C	24.7767781152065	-1.28172931647028	0.897458396541669	2.14681961869719	0.341840915550537	0.51556626752738	RBG1	I	75043	76152	-1
YAL037C-A	24876.3171842615	0.476398236676596	2.03425854626282	4.16720321940984	0.124481071633904	0.256584337757317	NA	I	73426	73518	-1
YAL037W	182.809815614209	0.317352566500621	0.546512037601385	2.34600947116361	0.309435770335446	0.482399868131996	NA	I	74020	74823	1
YAL038W	1192.55952655699	-0.814970128581608	0.475151877414115	8.09941567756954	0.0174274655252839	0.0597424661879181	CDC19	I	71786	73288	1
YAL039C	185.960626826973	-1.23390514385881	0.593449653217202	4.76423941496182	0.0923546051342657	0.206857806795987	CYC3	I	68716	69525	-1
YAL040C	44.7494239534209	1.08114333429717	0.591183708470944	4.66264228609169	0.0971672903634146	0.214896337358354	CLN3	I	65778	67520	-1
YAL041W	143.741223051045	0.0658411370645443	0.819173426034115	6.35754028171822	0.0416368310824153	0.114471629614048	CDC24	I	62840	65404	1
YAL042W	218.964553723145	2.66351594080393	0.587769861615883	25.7769840419396	2.52696388586095e-06	3.94369835556196e-05	ERV46	I	61316	62563	1
YAL043C	41.7538945135369	-0.124063751613337	0.652351947692505	0.853828976596958	0.652519347881989	0.783023217458386	PTA1	I	58695	61052	-1
YAL044C	295.413082753585	0.635615437530704	0.8899894631841	9.89778290919705	0.00709126556336055	0.0303238017812833	GCV3	I	57950	58462	-1
YAL044W-A	15.1812068459958	-0.976336015048004	0.911003463730006	2.7074622309318	0.258274807528565	0.430084013816952	BOL1	I	57518	57850	1
YAL046C	43.4614896471881	-2.76088391579533	0.682344824775426	16.7369543681917	0.000232068682675499	0.00193892882062214	BOL3	I	57029	57385	-1
YAL047C	19.8213171220865	0.0876087140323983	0.756684459681385	0.52608763429761	0.768708213971012	0.859397675012968	SPC72	I	54989	56857	-1
YAL048C	60.3846288136675	-0.152087458891393	0.554332606036204	0.562278936827887	0.754923040218628	0.851881583096055	GEM1	I	52801	54789	-1
YAL049C	40.0566149119789	0.703430840864781	0.890124061229257	8.28886399618935	0.0158524376093658	0.0559668376574561	AIM2	I	51855	52595	-1
YAL051W	25.0791614828226	1.60990335239683	0.73263888905679	5.04199906000107	0.0803792251373634	0.187056154961951	OAF1	I	48564	51707	1
YAL053W	134.787587449316	2.35278292247388	0.544818532518273	23.0246776871611	1.00058679348567e-05	0.000132572025956111	FLC2	I	45899	48250	1
YAL054C	497.265684042373	-1.07047566850653	0.489290569170331	5.47940209860683	0.0645896531290136	0.15839648098983	ACS1	I	42881	45022	-1
YAL055W	66.0301891942673	0.469908512945209	1.03651718084984	2.23566208065596	0.326988250367604	0.499805166216585	PEX22	I	42177	42719	1
